Month,DayofMonth,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,TailNum,Origin,Dest,Price
2,15,18.0,18,20.0,21,AA,N065AA,SJU,BDL,8855.0
2,21,12.0,12,14.0,14,AA,N5TXAA,TPA,LGA,10676.0
2,24,6.0,6,7.0,7,AA,N416AA,LAX,SFO,4030.0
2,6,0.0,23,1.0,1,HP,N815AW,LAS,RNO,3943.0
2,1,14.0,14,17.0,16,US,N651US,SJU,CLT,13376.0
2,6,20.0,18,22.0,19,MQ,N501MQ,DFW,LIT,9663.0
2,18,8.0,8,9.0,9,DL,N3744D,SLC,LAX,10844.0
2,18,14.0,14,16.0,16,DL,N6712B,FLL,JFK,6245.0
2,24,6.0,6,8.0,7,NW,N529US,DTW,MEM,4030.0
2,24,9.0,9,12.0,12,AA,N5ELAA,LGA,MIA,3873.0
2,18,11.0,11,14.0,14,UA,N664UA,LAX,OGG,13555.0
2,9,9.0,9,9.0,9,WN,N667,SDF,MDW,13882.0
2,3,12.0,12,14.0,14,FL,N961AT,BOS,PHL,5117.0
2,9,16.0,16,18.0,18,FL,N977AT,FLL,PHL,4823.0
2,12,15.0,15,17.0,16,CO,N13624,DCA,EWR,7229.0
2,6,9.0,9,14.0,14,AA,N5DUAA,BOS,SJU,8366.0
2,21,10.0,10,11.0,11,OO,N431SW,BOI,SLC,7139.0
2,12,14.0,14,15.0,15,XE,N14942,IAH,LFT,10262.0
2,9,11.0,11,14.0,15,CO,N73275,EWR,SFO,7202.0
2,24,14.0,13,16.0,15,NW,N304US,MEM,MSP,10262.0
2,9,9.0,9,10.0,10,AA,N458AA,DEN,LAX,13882.0
2,9,13.0,13,16.0,16,CO,N12116,EWR,FLL,9483.0
2,9,15.0,15,18.0,18,AA,N614AA,SJU,BOS,10262.0
2,1,12.0,11,17.0,16,AA,N3BBAA,RNO,ORD,36983.0
2,18,20.0,20,21.0,21,AA,N4XHAA,ORD,STL,4174.0
2,6,17.0,17,20.0,19,US,N529AU,PIT,IAH,12677.0
2,12,20.0,20,21.0,21,DL,N241DL,LGA,DCA,13381.0
2,9,8.0,8,10.0,10,FL,N978AT,ATL,BOS,10697.0
2,18,14.0,14,16.0,16,CO,N38403,IAH,PHX,6245.0
2,3,9.0,9,12.0,12,UA,N919UA,SEA,LAX,14871.0
2,15,19.0,19,20.0,20,CO,N12125,IAH,LAX,6117.0
2,27,15.0,15,19.0,18,AA,N3BHAA,ORD,BOS,8016.0
2,24,6.0,6,8.0,8,XE,N15941,ROC,EWR,4030.0
2,12,15.0,15,19.0,18,DL,N6714Q,BOS,RSW,7229.0
2,21,16.0,16,17.0,17,NW,N3324L,MSP,BIL,8728.0
2,9,6.0,7,9.0,8,NW,N358NW,DTW,PHL,6442.0
2,9,8.0,8,9.0,9,AA,N249AA,AUS,DFW,10697.0
2,21,5.0,6,6.0,6,OH,N812CA,TYS,ATL,10861.0
2,6,7.0,7,14.0,13,AA,N3CDAA,LAX,ORD,19225.0
2,3,10.0,10,13.0,14,B6,N504JB,JFK,OAK,4107.0
2,3,19.0,14,22.0,16,HP,N332AW,IAH,PHX,6478.0
2,15,15.0,15,17.0,17,CO,N16632,ATL,EWR,7191.0
2,21,10.0,10,12.0,12,HP,N905AW,JFK,LAS,7139.0
2,6,6.0,7,7.0,8,NW,N618NW,SDF,MSP,13941.0
2,6,13.0,13,17.0,17,NW,N520US,MSP,TPA,3625.0
2,18,21.0,20,22.0,21,OO,N442SW,BIL,SLC,3943.0
2,27,18.0,18,5.0,5,AA,N382AA,OGG,DFW,8016.0
2,12,6.0,6,9.0,9,AA,N421AA,LAX,DEN,9899.0
2,18,15.0,15,23.0,23,B6,N564JB,LGB,JFK,7229.0
2,18,11.0,11,13.0,13,OO,N926SW,DEN,BZN,13555.0
2,15,6.0,6,8.0,8,XE,N13914,PNS,IAH,8714.0
2,24,17.0,17,18.0,18,MQ,N846MQ,JAN,DFW,4804.0
2,18,19.0,19,21.0,21,NW,N538US,MEM,MSP,13029.0
2,1,10.0,9,11.0,11,EV,N871AS,ATL,PIT,10262.0
2,9,9.0,9,11.0,11,AA,N2AVAA,ORD,DTW,13882.0
2,3,10.0,10,11.0,11,OH,N807CA,IND,CVG,4107.0
2,27,20.0,20,21.0,22,XE,N17507,CLE,LGA,14300.0
2,21,13.0,13,19.0,18,HP,N651AW,PHX,DTW,9486.0
2,18,18.0,19,20.0,21,AA,N506AA,CLT,DFW,8246.0
2,15,7.0,7,10.0,10,DH,N645BR,ORD,MDT,7682.0
2,18,6.0,6,8.0,8,AS,N315AS,SEA,SFO,6347.0
2,21,7.0,7,9.0,9,MQ,N829MQ,ORD,SDF,9646.0
2,12,18.0,17,19.0,20,MQ,N736MQ,DTW,LGA,6218.0
2,9,12.0,12,15.0,15,CO,N30401,RSW,EWR,11596.0
2,21,21.0,21,22.0,22,DH,N329UE,IAD,CHO,5228.0
2,9,13.0,13,15.0,15,DL,N920DE,ATL,DCA,9483.0
2,18,17.0,17,20.0,20,MQ,N637MQ,ORD,CMH,12392.0
2,12,1.0,23,2.0,0,OH,N952CA,ATL,SAV,9977.0
2,27,8.0,8,11.0,11,DL,N372DA,DFW,ATL,4760.0
2,9,10.0,11,13.0,14,AA,N321AA,JFK,SFO,14323.0
2,18,15.0,15,17.0,17,NW,N8920E,MSP,BUF,7229.0
2,1,9.0,9,10.0,10,CO,N16703,IAH,SNA,8907.0
2,1,14.0,14,18.0,18,CO,N35832,PHX,IAH,13376.0
2,3,15.0,15,18.0,18,NW,N920RW,MSP,PIT,15147.0
2,1,9.0,8,10.0,10,AA,N3CJAA,PHL,ORD,8907.0
2,24,19.0,20,22.0,22,FL,N957AT,MCO,PHL,14231.0
2,3,9.0,9,9.0,9,WN,N386,PHX,LAX,14871.0
2,21,7.0,7,10.0,10,NW,N8915E,MSP,EWR,9646.0
2,1,10.0,10,11.0,11,UA,N415UA,ATL,ORD,10262.0
2,6,20.0,20,22.0,21,US,N117UW,PIT,PHL,9663.0
2,6,20.0,20,21.0,21,UA,N477UA,DEN,RNO,9663.0
2,15,12.0,12,13.0,13,EV,N643AS,AVL,ATL,6795.0
2,3,17.0,16,19.0,18,AA,N412AA,ORD,DTW,14871.0
2,12,16.0,17,18.0,18,MQ,N709MQ,DCA,LGA,13817.0
2,15,11.0,10,13.0,13,AA,N223AA,ORD,DFW,10262.0
2,21,19.0,19,22.0,22,AA,N384AA,MIA,LAX,6587.0
2,12,15.0,15,16.0,16,OO,N569SW,SBA,SJC,7229.0
2,12,21.0,21,22.0,22,NW,N8925E,DTW,PIT,11507.0
2,3,9.0,9,13.0,12,AA,N546AA,DFW,DCA,14871.0
2,15,8.0,8,9.0,9,DH,N408FJ,CVG,CRW,5830.0
2,27,19.0,19,19.0,19,WN,N610,TUS,LAS,6540.0
2,27,22.0,22,6.0,6,CO,N77261,SFO,EWR,10441.0
2,6,17.0,17,19.0,19,XE,N17115,BDL,CLE,12677.0
2,12,13.0,14,14.0,15,TZ,N559TZ,IND,LAS,6297.0
2,9,10.0,10,12.0,11,AA,N2AMAA,PHL,ORD,14323.0
2,6,16.0,15,18.0,17,XE,N17524,EWR,LEX,11432.0
2,9,12.0,12,20.0,20,UA,N420UA,SEA,IAD,11596.0
2,18,16.0,16,17.0,17,NW,N955N,MDT,DTW,4437.0
2,9,6.0,6,8.0,8,XE,N11548,PNS,IAH,6442.0
2,1,16.0,16,16.0,16,WN,N409,CLE,BNA,13302.0
2,27,17.0,11,18.0,12,XE,N14974,OKC,IAH,4878.0
2,18,11.0,11,12.0,12,OO,N562SW,SFO,ACV,13555.0
2,27,9.0,9,11.0,11,DL,N135DL,MIA,ATL,3543.0
2,27,7.0,7,8.0,8,WN,N444,SNA,SMF,5281.0
2,1,16.0,14,17.0,15,NW,N315NB,FAR,MSP,13302.0
2,12,6.0,6,12.0,12,UA,N565UA,SNA,ORD,9899.0
2,24,12.0,12,14.0,14,FL,N927AT,PBI,DCA,9548.0
2,12,9.0,9,15.0,15,AA,N568AA,SAN,ORD,8372.0
2,27,6.0,6,7.0,7,US,N560AU,SAV,CLT,2575.0
2,3,7.0,7,14.0,14,DL,N187DN,SAN,ATL,14924.0
2,24,6.0,6,8.0,8,TZ,N327TZ,DFW,MDW,4030.0
2,1,19.0,19,22.0,21,NW,N502US,DTW,MCO,10651.0
2,3,13.0,13,16.0,16,OO,N597SW,COS,DFW,6092.0
2,21,10.0,10,12.0,12,US,N376US,CLT,FLL,7139.0
2,12,14.0,14,15.0,15,OO,N918SW,DEN,PSP,10262.0
2,12,10.0,10,13.0,13,HP,N901AW,FLL,PHX,5911.0
2,1,18.0,18,19.0,19,WN,N74SW,HOU,DAL,4823.0
2,21,18.0,18,21.0,21,CO,N24202,MCO,EWR,9270.0
2,12,22.0,22,0.0,0,AS,N935AS,LAS,SEA,13817.0
2,15,18.0,16,20.0,18,DL,N606DL,CVG,SEA,8855.0
2,9,6.0,7,10.0,10,CO,N59302,IAH,CLE,6442.0
2,1,15.0,15,18.0,18,XE,N14952,BNA,CLE,6092.0
2,21,0.0,0,7.0,7,DL,N688DL,ANC,SLC,3419.0
2,24,15.0,15,17.0,18,HP,N637AW,SFO,PHX,6147.0
2,21,17.0,17,19.0,19,DL,N966DL,ALB,CVG,9345.0
2,21,5.0,6,6.0,7,UA,N828UA,BWI,ORD,10861.0
2,18,20.0,20,21.0,21,OH,N932CA,CVG,XNA,4174.0
2,18,10.0,10,17.0,17,DL,N386DA,SEA,CVG,3943.0
2,9,8.0,8,12.0,13,AA,N5TNAA,ONT,DFW,10697.0
2,3,19.0,19,19.0,19,WN,N501,TUS,LAX,6478.0
2,9,14.0,14,15.0,15,UA,N562UA,DEN,SNA,7757.0
2,24,19.0,18,20.0,19,XE,N14916,DAL,IAH,14231.0
2,15,8.0,8,11.0,11,DL,N3753,DFW,ATL,5830.0
2,21,10.0,10,13.0,13,TZ,N561TZ,LAX,OGG,7139.0
2,21,12.0,12,13.0,13,DH,N629BR,IAD,ORF,10676.0
2,6,19.0,19,20.0,20,OO,N576SW,GJT,SLC,8073.0
2,12,18.0,18,19.0,20,US,N713UW,TPA,DCA,6218.0
2,12,10.0,10,13.0,13,TZ,N305TZ,MDW,RSW,5911.0
2,24,14.0,14,17.0,17,US,N185UW,CLT,SFO,10262.0
2,1,18.0,18,20.0,20,WN,N774,ONT,SJC,4823.0
2,9,8.0,8,12.0,12,HP,N827AW,PHX,ORD,10697.0
2,15,19.0,19,20.0,20,XE,N13965,IAH,SHV,6117.0
2,27,9.0,9,9.0,9,MQ,N801MQ,CLE,ORD,3543.0
2,3,15.0,15,18.0,18,HP,N325AW,OAK,PHX,15147.0
2,3,10.0,10,12.0,12,MQ,N616MQ,SGF,DFW,4107.0
2,6,12.0,12,14.0,14,NW,N949N,ALB,DTW,13538.0
2,24,17.0,17,18.0,18,MQ,N663MQ,BMI,ORD,4804.0
2,15,18.0,18,20.0,20,TZ,N315TZ,MDW,DEN,8855.0
2,24,12.0,12,13.0,13,WN,N340,JAX,BNA,9548.0
2,12,14.0,14,16.0,16,EV,N833AS,VPS,DFW,10262.0
2,15,12.0,12,15.0,15,DL,N919DE,ATL,MHT,6795.0
2,27,19.0,19,22.0,22,CO,N75854,IAH,MCO,6540.0
2,21,14.0,14,17.0,17,AA,N556AA,ORD,LGA,10844.0
2,18,11.0,11,16.0,16,AA,N3ARAA,DFW,LGA,13555.0
2,3,19.0,19,20.0,21,US,N620AU,MCO,CLT,6478.0
2,21,17.0,16,20.0,19,UA,N491UA,LAS,DEN,9345.0
2,1,8.0,8,10.0,10,DL,N913DN,DFW,SLC,22270.0
2,6,9.0,9,10.0,10,EV,N531AS,ATL,AVL,8366.0
2,1,12.0,12,14.0,14,DH,N691BR,IAD,PWM,36983.0
2,24,16.0,15,16.0,16,OO,N701SK,ICT,DEN,6412.0
2,3,21.0,21,4.0,5,AA,N622AA,LAX,MIA,6961.0
2,24,20.0,20,22.0,22,DL,N833MH,CVG,LAX,10703.0
2,15,22.0,22,5.0,6,DL,N6700,LAX,MCO,10262.0
2,1,6.0,6,8.0,8,OO,N459SW,GSO,DFW,6121.0
2,6,13.0,13,16.0,16,XE,N11536,IAH,CVG,3625.0
2,6,16.0,15,18.0,16,DH,N654BR,FSD,ORD,11432.0
2,9,8.0,9,10.0,10,DL,N326DL,CVG,AUS,10697.0
2,27,14.0,14,14.0,15,TZ,N520AT,IND,LAS,12898.0
2,9,12.0,12,14.0,14,DL,N910DE,CVG,SAT,11596.0
2,15,9.0,9,11.0,10,NW,N330NW,RDU,DTW,14687.0
2,15,9.0,10,10.0,10,DL,N377DA,SLC,LAX,14687.0
2,15,14.0,14,15.0,15,XE,N14950,IAH,MAF,10919.0
2,15,17.0,17,20.0,21,XE,N13118,XNA,EWR,10262.0
2,15,13.0,13,14.0,14,EV,N722EV,SAT,DFW,6961.0
2,24,8.0,8,9.0,9,MQ,N730MQ,LGA,DCA,4812.0
2,12,19.0,18,19.0,19,WN,N743,OMA,LAS,5678.0
2,12,8.0,8,8.0,8,UA,N370UA,IND,ORD,11087.0
2,1,8.0,8,10.0,10,OH,N427CA,LGA,BHM,22270.0
2,21,7.0,8,10.0,10,AA,N445AA,HSV,DFW,9646.0
2,24,15.0,15,16.0,16,XE,N14959,LIT,IAH,6147.0
2,21,17.0,17,20.0,19,UA,N408UA,IAD,LAX,9345.0
2,3,19.0,19,21.0,20,CO,N75853,IAH,LAX,6478.0
2,21,15.0,15,17.0,17,AS,N614AS,PSP,SFO,4649.0
2,3,21.0,21,0.0,23,TZ,N331TZ,MDW,DFW,6961.0
2,3,19.0,18,21.0,20,AA,N414AA,ORD,TUL,6478.0
2,24,19.0,18,20.0,20,AS,N788AS,SFO,PDX,14231.0
2,3,9.0,9,12.0,12,HP,N174AW,LAS,SEA,14871.0
2,21,8.0,8,9.0,9,XE,N11551,JAX,IAH,3332.0
2,27,13.0,13,21.0,21,UA,N614UA,SFO,JFK,9646.0
2,6,13.0,13,14.0,14,HP,N808AW,SFO,LAS,3625.0
2,27,9.0,8,11.0,9,EV,N853AS,CLT,ATL,3543.0
2,9,9.0,9,11.0,11,AA,N4XRAA,DFW,SEA,13882.0
2,3,8.0,8,10.0,10,AA,N3DFAA,MCI,ORD,12524.0
2,1,11.0,11,12.0,12,WN,N636,SLC,ABQ,19630.0
2,18,10.0,10,16.0,16,AA,N367AA,ORD,OGG,3943.0
2,1,18.0,19,20.0,20,DL,N376DA,ATL,COS,4823.0
2,21,14.0,14,21.0,21,AA,N350AA,HNL,SFO,10844.0
2,6,14.0,13,17.0,16,UA,N462UA,ORD,PVD,19495.0
2,18,13.0,13,17.0,17,AA,N536AA,SLC,ORD,4441.0
2,6,6.0,6,9.0,9,UA,N337UA,SJC,DEN,13941.0
2,15,23.0,23,0.0,1,OH,N987CA,CVG,BOS,3383.0
2,27,18.0,18,19.0,19,DL,N384DA,SLC,SMF,8016.0
2,21,15.0,16,16.0,17,XE,N13913,IAH,AUS,4649.0
2,24,7.0,7,7.0,8,XE,N16501,PHL,EWR,3687.0
2,12,13.0,13,15.0,15,DH,N685BR,PWM,IAD,6297.0
2,27,6.0,6,8.0,8,DH,N697BR,ICT,ORD,2575.0
2,24,15.0,15,16.0,16,EV,N852AS,DFW,LBB,6147.0
2,18,17.0,16,22.0,22,AA,N3ANAA,DEN,MIA,12392.0
2,24,6.0,6,8.0,7,NW,N337NW,MCO,MEM,4030.0
2,15,8.0,8,9.0,9,OO,N913SW,SFO,SMF,5830.0
2,18,21.0,21,22.0,22,XE,N11121,IAH,AEX,3943.0
2,18,12.0,12,14.0,14,OH,N805CA,ORD,CVG,7670.0
2,6,8.0,8,11.0,12,HA,N581HA,SFO,HNL,5264.0
2,21,15.0,16,19.0,19,DL,N3762Y,EWR,SLC,4649.0
2,3,13.0,12,17.0,16,AA,N444AA,DEN,ORD,6092.0
2,15,18.0,19,19.0,20,US,N727UW,BOS,LGA,8855.0
2,18,7.0,7,8.0,8,MQ,N719MQ,DCA,LGA,3687.0
2,12,16.0,16,17.0,17,OO,N929SW,SLC,SFO,13817.0
2,3,14.0,14,17.0,17,UA,N582UA,ORD,PHX,3597.0
2,3,13.0,13,20.0,20,DL,N1604R,SEA,ATL,6092.0
2,6,14.0,12,16.0,16,AA,N4YLAA,BOS,DFW,19495.0
2,12,23.0,23,7.0,8,HA,N583HA,HNL,PHX,6906.0
2,24,6.0,6,7.0,7,OH,N710CA,DAY,CVG,4030.0
2,9,7.0,7,8.0,8,XE,N16510,MDT,CLE,15554.0
2,21,22.0,22,5.0,6,AA,N3CSAA,LAX,MIA,6955.0
2,1,8.0,8,10.0,10,DH,N695BR,IAD,BTV,22270.0
2,27,9.0,9,10.0,10,UA,N307UA,OKC,DEN,3543.0
2,9,15.0,15,16.0,16,MQ,N726MQ,BWI,BOS,10262.0
2,24,21.0,21,22.0,22,OH,N811CA,CVG,GSO,3971.0
2,27,20.0,20,21.0,21,XE,N11127,CLE,IND,14300.0
2,6,10.0,10,14.0,14,AA,N557AA,ORD,FLL,11753.0
2,3,12.0,12,17.0,17,AA,N529AA,SJC,DFW,5117.0
2,18,17.0,17,19.0,19,XE,N16963,BHM,IAH,12392.0
2,21,23.0,23,6.0,6,AA,N5ETAA,OGG,SJC,6745.0
2,9,6.0,6,8.0,8,XE,N26549,CVG,IAH,6442.0
2,27,19.0,19,22.0,22,AA,N5CSAA,LGA,FLL,6540.0
2,24,18.0,18,23.0,22,WN,N341,LAS,OMA,7303.0
2,9,13.0,13,15.0,15,DH,N693BR,JAX,IAD,9483.0
2,9,10.0,10,13.0,13,AA,N2DGAA,ORD,SAT,14323.0
2,15,18.0,18,23.0,23,CO,N34222,EWR,BQN,8855.0
2,24,13.0,13,17.0,17,XE,N29515,IAH,CRW,11134.0
2,9,20.0,20,21.0,21,AA,N470AA,DFW,ONT,14939.0
2,21,22.0,22,6.0,6,UA,N617UA,LAX,JFK,6955.0
2,18,15.0,15,16.0,15,OH,N491CA,CVG,HSV,7229.0
2,15,11.0,11,16.0,15,AA,N512AA,ORD,MIA,10262.0
2,21,9.0,9,12.0,12,CO,N36247,IAH,SEA,13062.0
2,18,9.0,10,14.0,14,UA,N301UA,DEN,CMH,4668.0
2,15,7.0,7,9.0,9,NW,N518US,MKE,DTW,7682.0
2,1,19.0,19,19.0,20,WN,N712,CLE,BNA,10651.0
2,1,15.0,15,16.0,16,CO,N23707,ATL,IAH,6092.0
2,9,16.0,16,17.0,17,TZ,N306TZ,LGA,MDW,4823.0
2,15,9.0,9,10.0,10,XE,N12564,IAH,DFW,14687.0
2,18,10.0,10,13.0,13,CO,N17233,BQN,EWR,3943.0
2,21,8.0,8,11.0,11,AA,N3BSAA,ORD,SJC,3332.0
2,24,12.0,12,14.0,13,AA,N2CMAA,DCA,ORD,9548.0
2,15,11.0,11,13.0,12,HP,N657AW,LAS,OAK,10262.0
2,21,19.0,19,20.0,20,UA,N937UA,DTW,ORD,6587.0
2,27,16.0,16,18.0,19,MQ,N816MQ,GSO,DFW,12898.0
2,21,15.0,14,23.0,22,UA,N575UA,LAX,MIA,4649.0
2,18,13.0,13,17.0,17,EV,N821AS,DFW,RDU,4441.0
2,6,11.0,11,15.0,15,CO,N17328,DFW,EWR,3383.0
2,1,13.0,13,15.0,15,AA,N4UBTW,DFW,MCI,3597.0
2,1,16.0,16,17.0,17,NW,N623NW,IND,DTW,13302.0
2,18,7.0,7,9.0,9,MQ,N656MQ,ORD,FWA,3687.0
2,15,7.0,7,8.0,9,EV,N716EV,DFW,MSY,7682.0
2,21,11.0,11,12.0,12,XE,N14516,IAH,AEX,5932.0
2,18,18.0,18,20.0,20,XE,N16546,EWR,GSO,8246.0
2,21,12.0,12,14.0,14,NW,N917RW,GSO,DTW,10676.0
2,1,16.0,16,18.0,18,AA,N589AA,DFW,PDX,13302.0
2,1,7.0,7,8.0,8,AA,N516AA,DFW,SAT,5678.0
2,3,14.0,15,17.0,17,CO,N14639,EWR,MCI,3597.0
2,12,12.0,13,19.0,19,UA,N405UA,SFO,ORD,10991.0
2,6,13.0,13,13.0,13,WN,N631,PHX,SAN,3625.0
2,15,12.0,12,12.0,12,WN,N374SW,HOU,DAL,6795.0
2,18,12.0,12,14.0,14,CO,N12319,CLE,IAH,7670.0
2,12,18.0,18,19.0,19,AA,N3DAAA,DFW,LAX,6218.0
2,12,6.0,6,6.0,7,OO,N923SW,CID,ORD,9899.0
2,27,14.0,14,17.0,17,B6,N571JB,JFK,FLL,12898.0
2,24,22.0,22,23.0,23,WN,N303,TPA,FLL,3897.0
2,9,14.0,14,16.0,16,US,N780AU,MCO,PIT,7757.0
2,21,16.0,15,21.0,19,AA,N530AA,LAS,DFW,8728.0
2,12,7.0,7,9.0,9,AS,N769AS,OAK,PDX,4668.0
2,24,21.0,21,0.0,0,HP,N157AW,PHX,DFW,3971.0
2,24,18.0,17,20.0,19,TZ,N517AT,LGA,IND,7303.0
2,3,20.0,19,23.0,22,MQ,N850MQ,ORD,IAD,15318.0
2,27,8.0,8,12.0,12,HA,N591HA,LAX,HNL,4760.0
2,24,19.0,19,20.0,20,WN,N408,BWI,CMH,14231.0
2,9,5.0,6,9.0,9,UA,N826UA,ORD,LGA,9134.0
2,21,17.0,17,19.0,19,FL,N950AT,ATL,FLL,9345.0
2,24,9.0,9,10.0,10,DL,N225DL,BOS,LGA,3873.0
2,27,8.0,8,11.0,11,MQ,N642MQ,ORD,RIC,4760.0
2,12,11.0,10,14.0,13,NW,N594NW,MCO,MSP,3383.0
2,9,7.0,7,10.0,10,CO,N54241,IAH,ORD,15554.0
2,1,18.0,18,20.0,20,XE,N14920,EWR,GSP,4823.0
2,3,15.0,15,17.0,17,EV,N876AS,LYH,ATL,15147.0
2,24,14.0,14,16.0,16,CO,N37408,IAH,PHX,10262.0
2,27,8.0,8,11.0,11,AA,N624AA,MCO,SJU,4760.0
2,3,8.0,8,11.0,11,TZ,N514AT,MDW,SFO,12524.0
2,21,8.0,9,11.0,11,CO,N14652,RSW,CLE,3332.0
2,21,16.0,16,17.0,17,EV,N864AS,ATL,AGS,8728.0
2,21,8.0,9,17.0,17,NW,N539US,ANC,MSP,3332.0
2,27,17.0,17,18.0,19,AA,N524AA,TPA,DFW,4878.0
2,18,8.0,8,10.0,10,AA,N542AA,CLT,DFW,10844.0
2,6,7.0,7,8.0,8,WN,N629,MCI,MDW,19225.0
2,1,14.0,13,14.0,14,AS,N981AS,ANC,FAI,13376.0
2,9,11.0,11,13.0,13,FL,N998AT,ATL,MSP,7202.0
2,9,20.0,20,23.0,23,CO,N18350,EWR,IAH,14939.0
2,18,10.0,10,15.0,15,AA,N598AA,OAK,DFW,3943.0
2,1,22.0,22,23.0,23,OO,N406SW,SLC,BTM,5177.0
2,24,18.0,19,22.0,22,CO,N76254,IAH,IND,7303.0
2,21,10.0,10,18.0,18,US,N123UW,LAX,PHL,7139.0
2,18,16.0,16,17.0,17,DL,N321DL,ATL,CLT,4437.0
2,24,15.0,15,18.0,18,WN,N418,MSY,MCO,6147.0
2,12,11.0,11,12.0,12,NW,N90S,ORD,MEM,3383.0
2,15,17.0,17,19.0,19,UA,N804UA,IAD,PDX,10262.0
2,9,6.0,7,10.0,10,CO,N38257,EWR,PHX,6442.0
2,21,10.0,10,12.0,11,AA,N428AA,DFW,MFE,7139.0
2,27,11.0,11,19.0,19,UA,N509UA,SFO,PHL,8625.0
2,12,23.0,20,1.0,22,AS,N794AS,SEA,LAX,6906.0
2,12,9.0,9,12.0,12,B6,N528JB,JFK,FLL,8372.0
2,12,19.0,19,6.0,6,CO,N59053,OGG,IAH,5678.0
2,18,7.0,8,10.0,10,HP,N628AW,DTW,PHX,3687.0
2,12,7.0,8,16.0,15,CO,N39726,SEA,EWR,4668.0
2,1,16.0,17,18.0,18,OO,N567SW,SLC,TWF,13302.0
2,18,12.0,12,14.0,14,DH,N671BR,IAD,PWM,7670.0
2,3,13.0,13,14.0,14,NW,N613NW,GFK,MSP,6092.0
2,24,11.0,11,12.0,12,NW,N362NB,MDW,MSP,4667.0
2,18,18.0,18,20.0,21,US,N439US,PHL,PBI,8246.0
2,12,6.0,6,7.0,7,DL,N224DA,LGA,DCA,9899.0
2,6,10.0,10,11.0,11,OO,N590SW,SLC,FCA,11753.0
2,3,5.0,6,7.0,7,US,N631AU,TPA,CLT,18799.0
2,24,18.0,18,21.0,21,AA,N339AA,JFK,LAX,7303.0
2,18,18.0,18,21.0,21,NW,N516US,MEM,DTW,8246.0
2,18,19.0,19,21.0,21,XE,N13995,EWR,CVG,13029.0
2,24,15.0,15,16.0,16,UA,N341UA,DFW,DEN,6147.0
2,27,7.0,7,8.0,8,MQ,N638MQ,ORD,PIA,5281.0
2,15,22.0,22,4.0,5,UA,N545UA,KOA,LAX,10262.0
2,3,11.0,11,12.0,12,MQ,N701MH,BOS,BWI,4667.0
2,12,18.0,18,21.0,21,HP,N625AW,EWR,PHX,6218.0
2,1,7.0,8,10.0,11,NW,N370NW,MIA,DTW,5678.0
2,18,17.0,17,20.0,20,AA,N5DBAA,LGA,MIA,12392.0
2,12,8.0,8,10.0,10,DL,N836MH,ATL,MCO,11087.0
2,24,8.0,9,10.0,10,AA,N574AA,PVD,ORD,4812.0
2,15,13.0,13,19.0,19,UA,N580UA,ORD,SJU,6961.0
2,12,17.0,17,18.0,18,DH,N405FJ,CVG,TOL,12778.0
2,9,17.0,17,19.0,19,WN,N614,STL,ABQ,13017.0
2,9,11.0,11,13.0,13,UA,N917UA,DEN,SEA,7202.0
2,18,16.0,16,19.0,19,UA,N531UA,ORD,SAN,4437.0
2,18,14.0,14,16.0,16,TZ,N308TZ,MSP,MDW,6245.0
2,27,9.0,9,11.0,11,XE,N21129,EWR,MSP,3543.0
2,24,21.0,20,23.0,22,DL,N974DL,ATL,SYR,3971.0
2,9,13.0,13,20.0,21,US,N161UW,SFO,CLT,9483.0
2,9,23.0,23,1.0,1,HP,N644AW,LAS,SMF,16704.0
2,24,16.0,15,17.0,17,EV,N885AS,LYH,ATL,6412.0
2,18,15.0,15,16.0,16,NW,N9332,DTW,DCA,7229.0
2,1,6.0,6,6.0,6,US,N588US,BWI,PHL,6121.0
2,27,6.0,6,13.0,13,TZ,N323TZ,MDW,SJU,2575.0
2,21,12.0,12,17.0,17,NW,N540US,SFO,MSP,10676.0
2,6,11.0,11,14.0,14,UA,N835UA,SJC,DEN,3383.0
2,9,16.0,15,18.0,17,DH,N661BR,BNA,ORD,4823.0
2,24,15.0,15,17.0,17,CO,N12322,IAH,LAX,6147.0
2,1,17.0,17,19.0,19,AS,N611AS,DEN,PDX,8610.0
2,6,7.0,7,10.0,10,AS,N762AS,SEA,DEN,19225.0
2,6,7.0,7,7.0,7,MQ,N690AE,MLI,ORD,19225.0
2,12,20.0,18,21.0,19,NW,N962N,MEM,STL,13381.0
2,24,18.0,17,20.0,20,AA,N4XGAA,DFW,SEA,7303.0
2,27,15.0,15,17.0,17,AA,N520AA,ORD,MSY,8016.0
2,27,10.0,10,15.0,14,AA,N370AA,DFW,HNL,5894.0
2,15,9.0,9,12.0,12,US,N424US,DCA,MCO,14687.0
2,6,17.0,17,19.0,19,CO,N33266,EWR,DEN,12677.0
2,6,11.0,11,12.0,12,AA,N3APAA,MIA,MSY,3383.0
2,6,9.0,9,10.0,10,WN,N656,MDW,MCI,8366.0
2,1,18.0,18,19.0,19,DH,N425FJ,BTV,BOS,4823.0
2,27,20.0,20,21.0,21,AA,N4TLTW,DFW,STL,14300.0
2,24,7.0,7,9.0,9,AA,N5FPAA,MCO,ORD,3687.0
2,18,17.0,17,20.0,20,US,N600AU,PHL,FLL,12392.0
2,15,20.0,20,21.0,21,B6,N556JB,JFK,BUF,4804.0
